"school","department","year","funding"
"Emory University","Directorate for Social, Behavioral and Economic Sciences",2019,2730981
"Emory University","Directorate for Social, Behavioral and Economic Sciences",2020,1053993
"Emory University","Directorate for Social, Behavioral and Economic Sciences",2021,576221
"Emory University","Directorate for Social, Behavioral and Economic Sciences",2022,384855
"Emory University","Directorate for Social, Behavioral and Economic Sciences",2023,2966733
"Emory University","Directorate for Social, Behavioral and Economic Sciences",2024,572288
"Emory University","Directorate for Technology, Innovation, and Partnerships",2015,100000
"Emory University","Directorate for Technology, Innovation, and Partnerships",2022,1000000
"Emory University","Directorate for Technology, Innovation, and Partnerships",2023,548297
"Emory University","Office Of The Director",2018,300001
"Emory University","Office Of The Director",2023,9278960
"Fayetteville State University","Directorate for Biological Sciences",2021,599636
"Fayetteville State University","Directorate for Biological Sciences",2022,1131323
"Fayetteville State University","Directorate for Computer and Information Science and Engineering",2019,499172
"Fayetteville State University","Directorate for Computer and Information Science and Engineering",2023,403198
"Fayetteville State University","Directorate for Engineering",2019,599998
"Fayetteville State University","Directorate for Mathematical and Physical Sciences",2016,201900
"Fayetteville State University","Directorate for Mathematical and Physical Sciences",2018,718294
"Fayetteville State University","Directorate for STEM Education",2016,1999980
"Fayetteville State University","Directorate for STEM Education",2017,1166175
"Fayetteville State University","Directorate for STEM Education",2018,894822
"Fayetteville State University","Directorate for STEM Education",2020,472325
"Fayetteville State University","Directorate for STEM Education",2021,773060
"Fayetteville State University","Directorate for STEM Education",2022,763565
"Fayetteville State University","Directorate for STEM Education",2024,2500000
"Fayetteville State University","Office Of The Director",2023,99955
"Fayetteville State University","Office Of The Director",2024,576468
"Field Museum Of Natural History","Directorate for Biological Sciences",2015,309595
"Field Museum Of Natural History","Directorate for Biological Sciences",2017,769036
"Field Museum Of Natural History","Directorate for Biological Sciences",2018,723355
"Field Museum Of Natural History","Directorate for Biological Sciences",2019,411157
"Field Museum Of Natural History","Directorate for Biological Sciences",2020,1944601
"Field Museum Of Natural History","Directorate for Biological Sciences",2021,148884
"Field Museum Of Natural History","Directorate for Biological Sciences",2022,541691
"Field Museum Of Natural History","Directorate for Biological Sciences",2023,1259441
"Field Museum Of Natural History","Directorate for Biological Sciences",2024,793353
"Field Museum Of Natural History","Directorate for Computer and Information Science and Engineering",2015,80371
"Field Museum Of Natural History","Directorate for Geosciences",2015,95622
"Field Museum Of Natural History","Directorate for Geosciences",2016,68865
"Field Museum Of Natural History","Directorate for Geosciences",2017,254560
"Field Museum Of Natural History","Directorate for Social, Behavioral and Economic Sciences",2015,123400
"Field Museum Of Natural History","Directorate for Social, Behavioral and Economic Sciences",2016,131018
"Field Museum Of Natural History","Directorate for Social, Behavioral and Economic Sciences",2017,116805
"Field Museum Of Natural History","Directorate for Social, Behavioral and Economic Sciences",2018,56291
