"institution","rank","agency","dollars"
"Seton Hall U.",424,"othera",613000
"Pace U.",425,"all federal r d expenditures",2698000
"Pace U.",425,"dod",19000
"Pace U.",425,"doe",547000
"Pace U.",425,"hhs",308000
"Pace U.",425,"nasa",0
"Pace U.",425,"nsf",1824000
"Pace U.",425,"usda",0
"Pace U.",425,"othera",0
"Youngstown State U.",426,"all federal r d expenditures",2691000
"Youngstown State U.",426,"dod",1845000
"Youngstown State U.",426,"doe",8000
"Youngstown State U.",426,"hhs",195000
"Youngstown State U.",426,"nasa",107000
"Youngstown State U.",426,"nsf",484000
"Youngstown State U.",426,"usda",0
"Youngstown State U.",426,"othera",52000
"Saint Joseph's U.",427,"all federal r d expenditures",2680000
"Saint Joseph's U.",427,"dod",0
"Saint Joseph's U.",427,"doe",0
"Saint Joseph's U.",427,"hhs",1022000
"Saint Joseph's U.",427,"nasa",0
"Saint Joseph's U.",427,"nsf",624000
"Saint Joseph's U.",427,"usda",144000
"Saint Joseph's U.",427,"othera",890000
"Tougaloo C.",428,"all federal r d expenditures",2643000
"Tougaloo C.",428,"dod",187000
"Tougaloo C.",428,"doe",57000
"Tougaloo C.",428,"hhs",890000
"Tougaloo C.",428,"nasa",38000
"Tougaloo C.",428,"nsf",1257000
"Tougaloo C.",428,"usda",20000
"Tougaloo C.",428,"othera",194000
"U. Southern Maine",429,"all federal r d expenditures",2598000
"U. Southern Maine",429,"dod",0
"U. Southern Maine",429,"doe",14000
"U. Southern Maine",429,"hhs",2172000
"U. Southern Maine",429,"nasa",114000
"U. Southern Maine",429,"nsf",253000
"U. Southern Maine",429,"usda",0
"U. Southern Maine",429,"othera",45000
"Middlebury C.",430,"all federal r d expenditures",2564000
"Middlebury C.",430,"dod",277000
"Middlebury C.",430,"doe",30000
"Middlebury C.",430,"hhs",1081000
"Middlebury C.",430,"nasa",114000
"Middlebury C.",430,"nsf",1035000
"Middlebury C.",430,"usda",1000
"Middlebury C.",430,"othera",26000
"Eastern Michigan U.",431,"all federal r d expenditures",2521000
"Eastern Michigan U.",431,"dod",22000
"Eastern Michigan U.",431,"doe",0
"Eastern Michigan U.",431,"hhs",1400000
"Eastern Michigan U.",431,"nasa",179000
"Eastern Michigan U.",431,"nsf",820000
"Eastern Michigan U.",431,"usda",0
"Eastern Michigan U.",431,"othera",1e+05
"Saginaw Valley State U.",432,"all federal r d expenditures",2503000
"Saginaw Valley State U.",432,"dod",347000
"Saginaw Valley State U.",432,"doe",581000
"Saginaw Valley State U.",432,"hhs",916000
"Saginaw Valley State U.",432,"nasa",13000
"Saginaw Valley State U.",432,"nsf",284000
"Saginaw Valley State U.",432,"usda",25000
"Saginaw Valley State U.",432,"othera",337000
"Central Washington U.",433,"all federal r d expenditures",2499000
"Central Washington U.",433,"dod",363000
"Central Washington U.",433,"doe",39000
"Central Washington U.",433,"hhs",36000
"Central Washington U.",433,"nasa",278000
"Central Washington U.",433,"nsf",1401000
"Central Washington U.",433,"usda",2000
"Central Washington U.",433,"othera",380000
"CUNY, New York City C. of Technology",434,"all federal r d expenditures",2498000
"CUNY, New York City C. of Technology",434,"dod",717000
"CUNY, New York City C. of Technology",434,"doe",15000
"CUNY, New York City C. of Technology",434,"hhs",8000
"CUNY, New York City C. of Technology",434,"nasa",0
"CUNY, New York City C. of Technology",434,"nsf",1758000
"CUNY, New York City C. of Technology",434,"usda",0
"CUNY, New York City C. of Technology",434,"othera",0
"National Defense U.",435,"all federal r d expenditures",2494000
"National Defense U.",435,"dod",2494000
"National Defense U.",435,"doe",0
"National Defense U.",435,"hhs",0
"National Defense U.",435,"nasa",0
"National Defense U.",435,"nsf",0
"National Defense U.",435,"usda",0
"National Defense U.",435,"othera",0
"Bowie State U.",436,"all federal r d expenditures",2469000
"Bowie State U.",436,"dod",348000
"Bowie State U.",436,"doe",6000
"Bowie State U.",436,"hhs",422000
"Bowie State U.",436,"nasa",237000
"Bowie State U.",436,"nsf",906000
"Bowie State U.",436,"usda",58000
"Bowie State U.",436,"othera",492000
"SUNY, C. of Optometry",436,"all federal r d expenditures",2469000
"SUNY, C. of Optometry",436,"dod",0
"SUNY, C. of Optometry",436,"doe",0
"SUNY, C. of Optometry",436,"hhs",2469000
"SUNY, C. of Optometry",436,"nasa",0
"SUNY, C. of Optometry",436,"nsf",0
"SUNY, C. of Optometry",436,"usda",0
"SUNY, C. of Optometry",436,"othera",0
"California State U., Dominguez Hills",438,"all federal r d expenditures",2457000
"California State U., Dominguez Hills",438,"dod",489000
"California State U., Dominguez Hills",438,"doe",57000
"California State U., Dominguez Hills",438,"hhs",777000
"California State U., Dominguez Hills",438,"nasa",0
"California State U., Dominguez Hills",438,"nsf",826000
"California State U., Dominguez Hills",438,"usda",0
"California State U., Dominguez Hills",438,"othera",308000
"Texas Woman's U.",439,"all federal r d expenditures",2439000
"Texas Woman's U.",439,"dod",0
"Texas Woman's U.",439,"doe",0
"Texas Woman's U.",439,"hhs",912000
"Texas Woman's U.",439,"nasa",0
"Texas Woman's U.",439,"nsf",804000
"Texas Woman's U.",439,"usda",334000
"Texas Woman's U.",439,"othera",389000
"Dakota State U.",440,"all federal r d expenditures",2437000
"Dakota State U.",440,"dod",1273000
"Dakota State U.",440,"doe",0
"Dakota State U.",440,"hhs",0
"Dakota State U.",440,"nasa",0
"Dakota State U.",440,"nsf",1164000
"Dakota State U.",440,"usda",0
"Dakota State U.",440,"othera",0
"Reed C.",441,"all federal r d expenditures",2420000
"Reed C.",441,"dod",152000
"Reed C.",441,"doe",45000
"Reed C.",441,"hhs",951000
"Reed C.",441,"nasa",25000
"Reed C.",441,"nsf",1043000
"Reed C.",441,"usda",11000
"Reed C.",441,"othera",193000
"Texas Tech U., Health Sciences Center, El Paso",442,"all federal r d expenditures",2415000
"Texas Tech U., Health Sciences Center, El Paso",442,"dod",0
"Texas Tech U., Health Sciences Center, El Paso",442,"doe",0
"Texas Tech U., Health Sciences Center, El Paso",442,"hhs",1714000
"Texas Tech U., Health Sciences Center, El Paso",442,"nasa",0
"Texas Tech U., Health Sciences Center, El Paso",442,"nsf",48000
"Texas Tech U., Health Sciences Center, El Paso",442,"usda",0
"Texas Tech U., Health Sciences Center, El Paso",442,"othera",653000
"Northern Kentucky U.",443,"all federal r d expenditures",2413000
"Northern Kentucky U.",443,"dod",0
"Northern Kentucky U.",443,"doe",0
"Northern Kentucky U.",443,"hhs",1688000
"Northern Kentucky U.",443,"nasa",56000
"Northern Kentucky U.",443,"nsf",227000
"Northern Kentucky U.",443,"usda",4000
"Northern Kentucky U.",443,"othera",438000
"Bucknell U.",444,"all federal r d expenditures",2359000
"Bucknell U.",444,"dod",62000
"Bucknell U.",444,"doe",19000
"Bucknell U.",444,"hhs",822000
"Bucknell U.",444,"nasa",46000
"Bucknell U.",444,"nsf",1251000
"Bucknell U.",444,"usda",3000
"Bucknell U.",444,"othera",156000
"Winthrop U.",445,"all federal r d expenditures",2358000
"Winthrop U.",445,"dod",0
"Winthrop U.",445,"doe",0
"Winthrop U.",445,"hhs",703000
"Winthrop U.",445,"nasa",0
"Winthrop U.",445,"nsf",337000
"Winthrop U.",445,"usda",0
"Winthrop U.",445,"othera",1318000
"Haverford C.",446,"all federal r d expenditures",2344000
"Haverford C.",446,"dod",382000
"Haverford C.",446,"doe",0
"Haverford C.",446,"hhs",715000
"Haverford C.",446,"nasa",277000
"Haverford C.",446,"nsf",960000
"Haverford C.",446,"usda",0
"Haverford C.",446,"othera",10000
"Keck Graduate Institute",447,"all federal r d expenditures",2338000
"Keck Graduate Institute",447,"dod",0
"Keck Graduate Institute",447,"doe",0
"Keck Graduate Institute",447,"hhs",1978000
"Keck Graduate Institute",447,"nasa",29000
"Keck Graduate Institute",447,"nsf",204000
"Keck Graduate Institute",447,"usda",0
"Keck Graduate Institute",447,"othera",127000
"Swarthmore C.",448,"all federal r d expenditures",2315000
"Swarthmore C.",448,"dod",0
"Swarthmore C.",448,"doe",11000
"Swarthmore C.",448,"hhs",606000
"Swarthmore C.",448,"nasa",14000
"Swarthmore C.",448,"nsf",1451000
"Swarthmore C.",448,"usda",0
"Swarthmore C.",448,"othera",233000
"Northeastern Illinois U.",449,"all federal r d expenditures",2262000
"Northeastern Illinois U.",449,"dod",0
"Northeastern Illinois U.",449,"doe",0
"Northeastern Illinois U.",449,"hhs",1147000
"Northeastern Illinois U.",449,"nasa",0
"Northeastern Illinois U.",449,"nsf",1064000
"Northeastern Illinois U.",449,"usda",51000
"Northeastern Illinois U.",449,"othera",0
"Lamar U.",450,"all federal r d expenditures",2259000
"Lamar U.",450,"dod",0
"Lamar U.",450,"doe",678000
"Lamar U.",450,"hhs",117000
"Lamar U.",450,"nasa",0
"Lamar U.",450,"nsf",495000
"Lamar U.",450,"usda",170000
"Lamar U.",450,"othera",799000
"Dine C.",451,"all federal r d expenditures",2255000
"Dine C.",451,"dod",0
"Dine C.",451,"doe",0
"Dine C.",451,"hhs",1091000
"Dine C.",451,"nasa",0
"Dine C.",451,"nsf",802000
"Dine C.",451,"usda",346000
"Dine C.",451,"othera",16000
"Clark U.",452,"all federal r d expenditures",2235000
"Clark U.",452,"dod",4000
"Clark U.",452,"doe",0
"Clark U.",452,"hhs",488000
"Clark U.",452,"nasa",97000
"Clark U.",452,"nsf",923000
"Clark U.",452,"usda",513000
"Clark U.",452,"othera",210000
"U. New Haven",453,"all federal r d expenditures",2227000
"U. New Haven",453,"dod",382000
"U. New Haven",453,"doe",0
"U. New Haven",453,"hhs",205000
"U. New Haven",453,"nasa",41000
"U. New Haven",453,"nsf",551000
"U. New Haven",453,"usda",0
"U. New Haven",453,"othera",1048000
"Trinity U.",454,"all federal r d expenditures",2203000
"Trinity U.",454,"dod",0
"Trinity U.",454,"doe",0
"Trinity U.",454,"hhs",1182000
"Trinity U.",454,"nasa",9000
"Trinity U.",454,"nsf",811000
"Trinity U.",454,"usda",76000
"Trinity U.",454,"othera",125000
"Bowdoin C.",455,"all federal r d expenditures",2186000
"Bowdoin C.",455,"dod",0
"Bowdoin C.",455,"doe",0
"Bowdoin C.",455,"hhs",657000
"Bowdoin C.",455,"nasa",111000
"Bowdoin C.",455,"nsf",1297000
"Bowdoin C.",455,"usda",0
"Bowdoin C.",455,"othera",121000
"U. Ana G. Mendez, Gurabo",456,"all federal r d expenditures",2132000
"U. Ana G. Mendez, Gurabo",456,"dod",0
"U. Ana G. Mendez, Gurabo",456,"doe",1318000
"U. Ana G. Mendez, Gurabo",456,"hhs",379000
"U. Ana G. Mendez, Gurabo",456,"nasa",0
"U. Ana G. Mendez, Gurabo",456,"nsf",65000
"U. Ana G. Mendez, Gurabo",456,"usda",12000
"U. Ana G. Mendez, Gurabo",456,"othera",358000
"Toyota Technological Institute, Chicago",457,"all federal r d expenditures",2127000
"Toyota Technological Institute, Chicago",457,"dod",964000
"Toyota Technological Institute, Chicago",457,"doe",0
"Toyota Technological Institute, Chicago",457,"hhs",379000
"Toyota Technological Institute, Chicago",457,"nasa",0
"Toyota Technological Institute, Chicago",457,"nsf",784000
"Toyota Technological Institute, Chicago",457,"usda",0
"Toyota Technological Institute, Chicago",457,"othera",0
"West Texas A&M U.",458,"all federal r d expenditures",2118000
"West Texas A&M U.",458,"dod",984000
"West Texas A&M U.",458,"doe",0
"West Texas A&M U.",458,"hhs",0
"West Texas A&M U.",458,"nasa",0
"West Texas A&M U.",458,"nsf",627000
"West Texas A&M U.",458,"usda",386000
"West Texas A&M U.",458,"othera",121000
"U. Wisconsin-Stevens Point",459,"all federal r d expenditures",2079000
"U. Wisconsin-Stevens Point",459,"dod",0
"U. Wisconsin-Stevens Point",459,"doe",4000
"U. Wisconsin-Stevens Point",459,"hhs",0
"U. Wisconsin-Stevens Point",459,"nasa",7000
"U. Wisconsin-Stevens Point",459,"nsf",121000
"U. Wisconsin-Stevens Point",459,"usda",2e+05
"U. Wisconsin-Stevens Point",459,"othera",1747000
"U. Central Oklahoma",460,"all federal r d expenditures",2071000
"U. Central Oklahoma",460,"dod",540000
"U. Central Oklahoma",460,"doe",142000
"U. Central Oklahoma",460,"hhs",638000
"U. Central Oklahoma",460,"nasa",47000
"U. Central Oklahoma",460,"nsf",367000
"U. Central Oklahoma",460,"usda",34000
"U. Central Oklahoma",460,"othera",303000
"Murray State U.",461,"all federal r d expenditures",2058000
"Murray State U.",461,"dod",0
"Murray State U.",461,"doe",116000
"Murray State U.",461,"hhs",333000
"Murray State U.",461,"nasa",55000
"Murray State U.",461,"nsf",1148000
"Murray State U.",461,"usda",25000
"Murray State U.",461,"othera",381000
"Christopher Newport U.",462,"all federal r d expenditures",2055000
"Christopher Newport U.",462,"dod",108000
"Christopher Newport U.",462,"doe",216000
"Christopher Newport U.",462,"hhs",41000
"Christopher Newport U.",462,"nasa",541000
"Christopher Newport U.",462,"nsf",1131000
"Christopher Newport U.",462,"usda",0
"Christopher Newport U.",462,"othera",18000
"Hofstra U.",463,"all federal r d expenditures",1995000
"Hofstra U.",463,"dod",1000
"Hofstra U.",463,"doe",0
"Hofstra U.",463,"hhs",670000
"Hofstra U.",463,"nasa",0
"Hofstra U.",463,"nsf",1291000
"Hofstra U.",463,"usda",0
"Hofstra U.",463,"othera",33000
"Long Island U.",464,"all federal r d expenditures",1993000
"Long Island U.",464,"dod",1000
"Long Island U.",464,"doe",0
"Long Island U.",464,"hhs",1226000
"Long Island U.",464,"nasa",0
"Long Island U.",464,"nsf",487000
"Long Island U.",464,"usda",274000
"Long Island U.",464,"othera",5000
"Roger Williams U.",465,"all federal r d expenditures",1973000
"Roger Williams U.",465,"dod",70000
"Roger Williams U.",465,"doe",0
"Roger Williams U.",465,"hhs",208000
"Roger Williams U.",465,"nasa",28000
"Roger Williams U.",465,"nsf",547000
"Roger Williams U.",465,"usda",75000
"Roger Williams U.",465,"othera",1045000
"Harvey Mudd C.",466,"all federal r d expenditures",1968000
"Harvey Mudd C.",466,"dod",32000
"Harvey Mudd C.",466,"doe",14000
"Harvey Mudd C.",466,"hhs",2000
"Harvey Mudd C.",466,"nasa",0
"Harvey Mudd C.",466,"nsf",1898000
"Harvey Mudd C.",466,"usda",0
