"institution","rank","source","field","dollars"
"California State U., Northridge",385,"Business","physical sciences",50000
"California State U., Northridge",385,"Business","psychology",0
"California State U., Northridge",385,"Business","social sciences",0
"California State U., Northridge",385,"Business","sciences nec",0
"California State U., Northridge",385,"Business","engineering",60000
"California State U., Northridge",385,"Business","all non s e fields",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","all r d expenditures",111000
"CUNY, John Jay C. of Criminal Justice",386,"Business","computer and information sciences",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","geosciences atmospheric sciences and ocean sciences",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","life sciences",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","mathematics and statistics",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","physical sciences",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","psychology",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","social sciences",6000
"CUNY, John Jay C. of Criminal Justice",386,"Business","sciences nec",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","engineering",0
"CUNY, John Jay C. of Criminal Justice",386,"Business","all non s e fields",105000
"Florida Gulf Coast U.",387,"Business","all r d expenditures",108000
"Florida Gulf Coast U.",387,"Business","computer and information sciences",0
"Florida Gulf Coast U.",387,"Business","geosciences atmospheric sciences and ocean sciences",0
"Florida Gulf Coast U.",387,"Business","life sciences",4000
"Florida Gulf Coast U.",387,"Business","mathematics and statistics",0
"Florida Gulf Coast U.",387,"Business","physical sciences",0
"Florida Gulf Coast U.",387,"Business","psychology",0
"Florida Gulf Coast U.",387,"Business","social sciences",14000
"Florida Gulf Coast U.",387,"Business","sciences nec",0
"Florida Gulf Coast U.",387,"Business","engineering",63000
"Florida Gulf Coast U.",387,"Business","all non s e fields",27000
"U. Missouri, Saint Louis",388,"Business","all r d expenditures",105000
"U. Missouri, Saint Louis",388,"Business","computer and information sciences",0
"U. Missouri, Saint Louis",388,"Business","geosciences atmospheric sciences and ocean sciences",0
"U. Missouri, Saint Louis",388,"Business","life sciences",0
"U. Missouri, Saint Louis",388,"Business","mathematics and statistics",0
"U. Missouri, Saint Louis",388,"Business","physical sciences",67000
"U. Missouri, Saint Louis",388,"Business","psychology",0
"U. Missouri, Saint Louis",388,"Business","social sciences",0
"U. Missouri, Saint Louis",388,"Business","sciences nec",0
"U. Missouri, Saint Louis",388,"Business","engineering",38000
"U. Missouri, Saint Louis",388,"Business","all non s e fields",0
"Seton Hall U.",389,"Business","all r d expenditures",104000
"Seton Hall U.",389,"Business","computer and information sciences",0
"Seton Hall U.",389,"Business","geosciences atmospheric sciences and ocean sciences",0
"Seton Hall U.",389,"Business","life sciences",0
"Seton Hall U.",389,"Business","mathematics and statistics",0
"Seton Hall U.",389,"Business","physical sciences",0
"Seton Hall U.",389,"Business","psychology",0
"Seton Hall U.",389,"Business","social sciences",5000
"Seton Hall U.",389,"Business","sciences nec",0
"Seton Hall U.",389,"Business","engineering",0
"Seton Hall U.",389,"Business","all non s e fields",99000
"Air Force Institute of Technology",390,"Business","all r d expenditures",102000
"Air Force Institute of Technology",390,"Business","computer and information sciences",31000
"Air Force Institute of Technology",390,"Business","geosciences atmospheric sciences and ocean sciences",0
"Air Force Institute of Technology",390,"Business","life sciences",0
"Air Force Institute of Technology",390,"Business","mathematics and statistics",0
"Air Force Institute of Technology",390,"Business","physical sciences",71000
"Air Force Institute of Technology",390,"Business","psychology",0
"Air Force Institute of Technology",390,"Business","social sciences",0
"Air Force Institute of Technology",390,"Business","sciences nec",0
"Air Force Institute of Technology",390,"Business","engineering",0
"Air Force Institute of Technology",390,"Business","all non s e fields",0
"Oregon Institute of Technology",391,"Business","all r d expenditures",97000
"Oregon Institute of Technology",391,"Business","computer and information sciences",3000
"Oregon Institute of Technology",391,"Business","geosciences atmospheric sciences and ocean sciences",7000
"Oregon Institute of Technology",391,"Business","life sciences",67000
"Oregon Institute of Technology",391,"Business","mathematics and statistics",1000
"Oregon Institute of Technology",391,"Business","physical sciences",0
"Oregon Institute of Technology",391,"Business","psychology",3000
"Oregon Institute of Technology",391,"Business","social sciences",0
"Oregon Institute of Technology",391,"Business","sciences nec",0
"Oregon Institute of Technology",391,"Business","engineering",16000
"Oregon Institute of Technology",391,"Business","all non s e fields",0
"U. Central Oklahoma",392,"Business","all r d expenditures",95000
"U. Central Oklahoma",392,"Business","computer and information sciences",3000
"U. Central Oklahoma",392,"Business","geosciences atmospheric sciences and ocean sciences",0
"U. Central Oklahoma",392,"Business","life sciences",48000
"U. Central Oklahoma",392,"Business","mathematics and statistics",2000
"U. Central Oklahoma",392,"Business","physical sciences",5000
"U. Central Oklahoma",392,"Business","psychology",1000
"U. Central Oklahoma",392,"Business","social sciences",5000
"U. Central Oklahoma",392,"Business","sciences nec",0
"U. Central Oklahoma",392,"Business","engineering",10000
"U. Central Oklahoma",392,"Business","all non s e fields",21000
"Christopher Newport U.",393,"Business","all r d expenditures",94000
"Christopher Newport U.",393,"Business","computer and information sciences",0
"Christopher Newport U.",393,"Business","geosciences atmospheric sciences and ocean sciences",0
"Christopher Newport U.",393,"Business","life sciences",94000
"Christopher Newport U.",393,"Business","mathematics and statistics",0
"Christopher Newport U.",393,"Business","physical sciences",0
"Christopher Newport U.",393,"Business","psychology",0
"Christopher Newport U.",393,"Business","social sciences",0
"Christopher Newport U.",393,"Business","sciences nec",0
"Christopher Newport U.",393,"Business","engineering",0
"Christopher Newport U.",393,"Business","all non s e fields",0
"CUNY, Baruch C.",394,"Business","all r d expenditures",91000
"CUNY, Baruch C.",394,"Business","computer and information sciences",0
"CUNY, Baruch C.",394,"Business","geosciences atmospheric sciences and ocean sciences",0
"CUNY, Baruch C.",394,"Business","life sciences",75000
"CUNY, Baruch C.",394,"Business","mathematics and statistics",16000
"CUNY, Baruch C.",394,"Business","physical sciences",0
"CUNY, Baruch C.",394,"Business","psychology",0
"CUNY, Baruch C.",394,"Business","social sciences",0
"CUNY, Baruch C.",394,"Business","sciences nec",0
"CUNY, Baruch C.",394,"Business","engineering",0
"CUNY, Baruch C.",394,"Business","all non s e fields",0
"Pennsylvania State U., Altoona",394,"Business","all r d expenditures",91000
"Pennsylvania State U., Altoona",394,"Business","computer and information sciences",0
"Pennsylvania State U., Altoona",394,"Business","geosciences atmospheric sciences and ocean sciences",0
"Pennsylvania State U., Altoona",394,"Business","life sciences",0
"Pennsylvania State U., Altoona",394,"Business","mathematics and statistics",0
"Pennsylvania State U., Altoona",394,"Business","physical sciences",0
"Pennsylvania State U., Altoona",394,"Business","psychology",0
"Pennsylvania State U., Altoona",394,"Business","social sciences",0
"Pennsylvania State U., Altoona",394,"Business","sciences nec",0
"Pennsylvania State U., Altoona",394,"Business","engineering",91000
"Pennsylvania State U., Altoona",394,"Business","all non s e fields",0
"Long Island U.",396,"Business","all r d expenditures",90000
"Long Island U.",396,"Business","computer and information sciences",0
"Long Island U.",396,"Business","geosciences atmospheric sciences and ocean sciences",0
"Long Island U.",396,"Business","life sciences",90000
"Long Island U.",396,"Business","mathematics and statistics",0
"Long Island U.",396,"Business","physical sciences",0
"Long Island U.",396,"Business","psychology",0
"Long Island U.",396,"Business","social sciences",0
"Long Island U.",396,"Business","sciences nec",0
"Long Island U.",396,"Business","engineering",0
"Long Island U.",396,"Business","all non s e fields",0
"Western New England U.",397,"Business","all r d expenditures",89000
"Western New England U.",397,"Business","computer and information sciences",0
