school,department,year,funding
University Of Michigan,Pediatrics,2019,0
University Of Michigan,Pharmacology,2019,0
University Of Michigan,Physical Medicine & Rehab,2019,0
University Of Michigan,Physiology,2019,0
University Of Michigan,Psychiatry,2019,0
University Of Michigan,Radiation Diagnostic Oncology,2019,0
University Of Michigan,Surgery,2019,0
University Of Michigan,Total Funding,2019,0
University Of Michigan,Urology,2019,0
University Of Michigan,Veterinary Sciences,2019,0
University Of Michigan At Ann Arbor,Anatomy/Cell Biology,2019,16480622
University Of Michigan At Ann Arbor,Anesthesiology,2019,24988159
University Of Michigan At Ann Arbor,Biochemistry,2019,9903693
University Of Michigan At Ann Arbor,Biomedical Engineering,2019,0
University Of Michigan At Ann Arbor,Biostatistics/Other Math Science,2019,5459544
University Of Michigan At Ann Arbor,Dermatology,2019,4448565
University Of Michigan At Ann Arbor,Emergency Medicine,2019,11787904
University Of Michigan At Ann Arbor,Engineering All Types,2019,2763809
University Of Michigan At Ann Arbor,Family Medicine,2019,1967514
University Of Michigan At Ann Arbor,Genetics,2019,8052873
University Of Michigan At Ann Arbor,Internal Medicine,2019,92002263
University Of Michigan At Ann Arbor,Microbiology/Immunology/Virology,2019,17802026
University Of Michigan At Ann Arbor,Neurology,2019,19013556
University Of Michigan At Ann Arbor,Neurosciences,2019,259538
University Of Michigan At Ann Arbor,Neurosurgery,2019,4591179
University Of Michigan At Ann Arbor,None,2019,0
University Of Michigan At Ann Arbor,Ob/Gyn,2019,4190482
University Of Michigan At Ann Arbor,Ophthalmology,2019,7209180
University Of Michigan At Ann Arbor,Orthopedics,2019,3322113
University Of Michigan At Ann Arbor,Other Basic Sciences,2019,1239517
University Of Michigan At Ann Arbor,Other Health Professions,2019,0
University Of Michigan At Ann Arbor,Otolaryngology,2019,5049206
University Of Michigan At Ann Arbor,Pathology,2019,29657632
University Of Michigan At Ann Arbor,Pediatrics,2019,15170439
University Of Michigan At Ann Arbor,Pharmacology,2019,10002483
University Of Michigan At Ann Arbor,Physical Medicine & Rehab,2019,1511725
University Of Michigan At Ann Arbor,Physiology,2019,22293124
University Of Michigan At Ann Arbor,Psychiatry,2019,30193095
University Of Michigan At Ann Arbor,Radiation Diagnostic Oncology,2019,17507314
University Of Michigan At Ann Arbor,Surgery,2019,26145958
University Of Michigan At Ann Arbor,Total Funding,2019,398199892
University Of Michigan At Ann Arbor,Urology,2019,4980127
University Of Michigan At Ann Arbor,Veterinary Sciences,2019,206252
University Of Minnesota,Anatomy/Cell Biology,2019,0
University Of Minnesota,Anesthesiology,2019,0
University Of Minnesota,Biochemistry,2019,18179849
University Of Minnesota,Biomedical Engineering,2019,0
University Of Minnesota,Biostatistics/Other Math Science,2019,0
University Of Minnesota,Dermatology,2019,0
University Of Minnesota,Emergency Medicine,2019,135814
University Of Minnesota,Family Medicine,2019,5103778
University Of Minnesota,Genetics,2019,11849678
University Of Minnesota,Internal Medicine,2019,36698489
University Of Minnesota,Microbiology/Immunology/Virology,2019,5996594
University Of Minnesota,Neurology,2019,7336121
University Of Minnesota,Neurosciences,2019,19187673
University Of Minnesota,Neurosurgery,2019,336875
University Of Minnesota,None,2019,4821280
University Of Minnesota,Ob/Gyn,2019,306965
University Of Minnesota,Ophthalmology,2019,1896670
University Of Minnesota,Orthopedics,2019,606564
University Of Minnesota,Other Basic Sciences,2019,87704
University Of Minnesota,Otolaryngology,2019,850194
University Of Minnesota,Pathology,2019,15443001
University Of Minnesota,Pediatrics,2019,26043959
University Of Minnesota,Pharmacology,2019,6548449
University Of Minnesota,Physical Medicine & Rehab,2019,2238241
University Of Minnesota,Physiology,2019,5715784
University Of Minnesota,Psychiatry,2019,13648739
University Of Minnesota,Public Health & Preventive Medicine,2019,0
University Of Minnesota,Radiation Diagnostic Oncology,2019,13126556
University Of Minnesota,Social Sciences,2019,0
University Of Minnesota,Surgery,2019,3578779
University Of Minnesota,Total Funding,2019,200391812
University Of Minnesota,Urology,2019,654056
University Of Minnesota Duluth,Anatomy/Cell Biology,2019,448197
University Of Minnesota Duluth,Physiology,2019,0
University Of Minnesota Duluth,Total Funding,2019,448197
University Of Mississippi Med Ctr,Anatomy/Cell Biology,2019,0
University Of Mississippi Med Ctr,Biochemistry,2019,193750
University Of Mississippi Med Ctr,Emergency Medicine,2019,248999
University Of Mississippi Med Ctr,Internal Medicine,2019,1414256
University Of Mississippi Med Ctr,Microbiology/Immunology/Virology,2019,0
University Of Mississippi Med Ctr,Neurology,2019,207841
University Of Mississippi Med Ctr,None,2019,0
University Of Mississippi Med Ctr,Ob/Gyn,2019,636438
University Of Mississippi Med Ctr,Otolaryngology,2019,517749
University Of Mississippi Med Ctr,Pathology,2019,0
University Of Mississippi Med Ctr,Pediatrics,2019,0
University Of Mississippi Med Ctr,Pharmacology,2019,3679292
University Of Mississippi Med Ctr,Physiology,2019,11679168
University Of Mississippi Med Ctr,Psychiatry,2019,1693914
University Of Mississippi Med Ctr,Radiation Diagnostic Oncology,2019,318750
University Of Mississippi Med Ctr,Surgery,2019,249000
University Of Mississippi Med Ctr,Total Funding,2019,21444618
University Of Mississippi Med Ctr,Urology,2019,605461
University Of Missouri Columbia,Biochemistry,2019,4580465
University Of Missouri Columbia,Family Medicine,2019,813016
University Of Missouri Columbia,Internal Medicine,2019,6223384
University Of Missouri Columbia,Microbiology/Immunology/Virology,2019,3439238
University Of Missouri Columbia,Miscellaneous,2019,0
University Of Missouri Columbia,Neurology,2019,692338
University Of Missouri Columbia,None,2019,0
University Of Missouri Columbia,Nutrition,2019,1102335
University Of Missouri Columbia,Ob/Gyn,2019,995994
University Of Missouri Columbia,Ophthalmology,2019,1388823
University Of Missouri Columbia,Orthopedics,2019,316298
University Of Missouri Columbia,Otolaryngology,2019,189753
University Of Missouri Columbia,Pathology,2019,637996
University Of Missouri Columbia,Pediatrics,2019,673990
University Of Missouri Columbia,Pharmacology,2019,2378483
University Of Missouri Columbia,Physical Medicine & Rehab,2019,0
University Of Missouri Columbia,Psychiatry,2019,972540
University Of Missouri Columbia,Radiation Diagnostic Oncology,2019,0
University Of Missouri Columbia,Surgery,2019,4281341
University Of Missouri Columbia,Total Funding,2019,28685994
University Of Missouri Kansas City,Internal Medicine,2019,365519
University Of Missouri Kansas City,Miscellaneous,2019,21396
University Of Missouri Kansas City,Ob/Gyn,2019,190594
University Of Missouri Kansas City,Ophthalmology,2019,775000
University Of Missouri Kansas City,Other Basic Sciences,2019,842500
University Of Missouri Kansas City,Pathology,2019,0
University Of Missouri Kansas City,Total Funding,2019,2195009
University Of Nebraska Medical Center,Administration,2019,0
University Of Nebraska Medical Center,Anesthesiology,2019,1655116
University Of Nebraska Medical Center,Biochemistry,2019,9778053
University Of Nebraska Medical Center,Emergency Medicine,2019,757500
University Of Nebraska Medical Center,Genetics,2019,1518831
University Of Nebraska Medical Center,Internal Medicine,2019,14860499
University Of Nebraska Medical Center,Neurology,2019,8925984
University Of Nebraska Medical Center,None,2019,0
University Of Nebraska Medical Center,Ob/Gyn,2019,1091759
University Of Nebraska Medical Center,Ophthalmology,2019,1580300
University Of Nebraska Medical Center,Orthopedics,2019,0
University Of Nebraska Medical Center,Pathology,2019,7526151
University Of Nebraska Medical Center,Pediatrics,2019,3458151
University Of Nebraska Medical Center,Pharmacology,2019,16392523
University Of Nebraska Medical Center,Physiology,2019,3808713
University Of Nebraska Medical Center,Psychiatry,2019,0
University Of Nebraska Medical Center,Radiation Diagnostic Oncology,2019,0
University Of Nebraska Medical Center,Surgery,2019,5046138
University Of Nebraska Medical Center,Total Funding,2019,76399718
University Of Nevada Las Vegas,None,2019,0
University Of Nevada Las Vegas,Total Funding,2019,0
University Of Nevada Reno,Biochemistry,2019,0
University Of Nevada Reno,Microbiology/Immunology/Virology,2019,570846
University Of Nevada Reno,None,2019,0
University Of Nevada Reno,Nutrition,2019,0
University Of Nevada Reno,Pharmacology,2019,10618236
University Of Nevada Reno,Physiology,2019,3848495
University Of Nevada Reno,Psychiatry,2019,0
University Of Nevada Reno,Surgery,2019,0
University Of Nevada Reno,Total Funding,2019,15037577
University Of Nevada Reno,Veterinary Sciences,2019,0
University Of New Mexico Health Sciences Ctr,Anatomy/Cell Biology,2019,1849673
University Of New Mexico Health Sciences Ctr,Anesthesiology,2019,0
University Of New Mexico Health Sciences Ctr,Biochemistry,2019,499757
University Of New Mexico Health Sciences Ctr,Emergency Medicine,2019,0
University Of New Mexico Health Sciences Ctr,Family Medicine,2019,2711164
University Of New Mexico Health Sciences Ctr,Genetics,2019,5538004
University Of New Mexico Health Sciences Ctr,Internal Medicine,2019,12338910
University Of New Mexico Health Sciences Ctr,Neurology,2019,1781171
University Of New Mexico Health Sciences Ctr,Neurosciences,2019,10636156
University Of New Mexico Health Sciences Ctr,Neurosurgery,2019,334869
University Of New Mexico Health Sciences Ctr,None,2019,0
University Of New Mexico Health Sciences Ctr,Ob/Gyn,2019,379883
University Of New Mexico Health Sciences Ctr,Pathology,2019,10158499
University Of New Mexico Health Sciences Ctr,Pediatrics,2019,273422
University Of New Mexico Health Sciences Ctr,Physiology,2019,0
University Of New Mexico Health Sciences Ctr,Psychiatry,2019,225418
University Of New Mexico Health Sciences Ctr,Radiation Diagnostic Oncology,2019,0
University Of New Mexico Health Sciences Ctr,Surgery,2019,878864
University Of New Mexico Health Sciences Ctr,Total Funding,2019,47605790
University Of North Carolina At Chapel Hill School Of Medicine,Anesthesiology,2019,5558485
University Of North Carolina At Chapel Hill School Of Medicine,Biochemistry,2019,18567670
University Of North Carolina At Chapel Hill School Of Medicine,Biomedical Engineering,2019,9450922
University Of North Carolina At Chapel Hill School Of Medicine,Dermatology,2019,1119593
University Of North Carolina At Chapel Hill School Of Medicine,Emergency Medicine,2019,2084816
University Of North Carolina At Chapel Hill School Of Medicine,Family Medicine,2019,3448032
University Of North Carolina At Chapel Hill School Of Medicine,Genetics,2019,30390857
University Of North Carolina At Chapel Hill School Of Medicine,Internal Medicine,2019,109052486
University Of North Carolina At Chapel Hill School Of Medicine,Microbiology/Immunology/Virology,2019,23377035
University Of North Carolina At Chapel Hill School Of Medicine,Miscellaneous,2019,0
University Of North Carolina At Chapel Hill School Of Medicine,Neurology,2019,4212352
University Of North Carolina At Chapel Hill School Of Medicine,Neurosurgery,2019,0
University Of North Carolina At Chapel Hill School Of Medicine,None,2019,1690434
University Of North Carolina At Chapel Hill School Of Medicine,Ob/Gyn,2019,9677027
University Of North Carolina At Chapel Hill School Of Medicine,Ophthalmology,2019,1157815
University Of North Carolina At Chapel Hill School Of Medicine,Orthopedics,2019,0
University Of North Carolina At Chapel Hill School Of Medicine,Other Basic Sciences,2019,293403
University Of North Carolina At Chapel Hill School Of Medicine,Other Clinical Sciences,2019,668488
University Of North Carolina At Chapel Hill School Of Medicine,Other Health Professions,2019,2093021
University Of North Carolina At Chapel Hill School Of Medicine,Otolaryngology,2019,1011334
University Of North Carolina At Chapel Hill School Of Medicine,Pathology,2019,11107464
University Of North Carolina At Chapel Hill School Of Medicine,Pediatrics,2019,15415470
